MouseID,Generation,Born_Date,Test_Date,Age,BodyWeight,Forepaws_T1,Forepaws_T2,Forepaws_T3,AllPaws_T1,AllPaws_T2,AllPaws_T3
DO-AL-0037,G23_W1,5/31/16,4/7/17,44,40.11,117.342,91.133,120.32,107.216,153.676,126.276
DO-AL-0038,G23_W1,5/31/16,4/7/17,44,36.96,81.007,117.342,76.242,147.719,106.024,130.446
DO-AL-0039,G23_W1,5/31/16,4/7/17,44,31.13,101.855,96.494,99.472,137.593,88.155,111.385
DO-AL-0040,G23_W1,5/31/16,4/7/17,44,38.03,132.233,98.281,62.542,138.785,150.698,116.746
DO-AL-0041,G23_W1,5/31/16,4/7/17,44,47.4,109.598,116.746,89.346,99.472,113.768,115.555
DO-AL-0042,G23_W1,5/31/16,4/7/17,44,43.21,76.242,101.855,62.542,102.45,120.915,94.111
DO-AL-0043,G23_W1,5/31/16,4/7/17,44,32.65,76.242,117.937,129.85,167.971,142.359,176.906
DO-AL-0044,G23_W1,5/31/16,4/7/17,44,37.6,86.368,63.734,86.964,130.446,125.085,119.129
DO-AL-0045,G23_W1,5/31/16,4/7/17,44,37.34,104.237,104.833,108.407,153.08,135.807,153.08
DO-AL-0046,G23_W1,5/31/16,4/7/17,44,48.72,110.789,107.811,124.489,142.359,126.872,132.828
DO-AL-0047,G23_W1,5/31/16,4/7/17,44,55.15,122.702,95.898,91.729,191.797,168.567,151.889
DO-AL-0048,G23_W1,5/31/16,4/7/17,44,36.39,95.898,88.155,103.046,118.533,135.807,120.915
DO-20-1033,G23_W1,5/31/16,4/7/17,44,26.12,43.482,36.929,71.477,99.472,82.794,102.45
DO-20-1034,G23_W1,5/31/16,4/7/17,44,42.91,108.407,88.751,46.46,152.485,142.359,149.506
DO-20-1035,G23_W1,5/31/16,4/7/17,44,38.04,131.041,128.659,79.816,211.453,145.337,133.424
DO-20-1036,G23_W1,5/31/16,4/7/17,44,32.58,66.116,88.751,66.712,93.516,104.237,81.603
DO-20-1037,G23_W1,5/31/16,4/7/17,44,25.86,86.368,57.777,92.92,78.029,119.129,128.659
DO-20-1038,G23_W1,5/31/16,4/7/17,44,40.72,96.494,97.685,84.581,120.915,148.315,130.446
DO-20-1039,G23_W1,5/31/16,4/7/17,44,36.68,106.62,101.855,102.45,113.172,131.041,125.085
DO-20-1040,G23_W1,5/31/16,4/7/17,44,32.85,51.225,70.881,83.985,156.654,134.615,92.92
DO-20-1041,G23_W1,5/31/16,4/7/17,44,31.8,82.794,64.925,75.646,100.664,118.533,140.572
DO-20-1042,G23_W1,5/31/16,4/7/17,44,27.48,86.368,82.199,57.181,91.133,98.877,93.516
DO-20-1043,G23_W1,5/31/16,4/7/17,44,34.37,89.942,85.177,95.898,109.003,72.668,86.368
DO-20-1044,G23_W1,5/31/16,4/7/17,44,23.16,157.25,66.116,64.329,98.281,138.785,95.303
DO-20-1045,G23_W1,5/31/16,4/7/17,44,31.17,119.129,100.068,120.915,95.898,124.489,136.998
DO-20-1046,G23_W1,5/31/16,4/7/17,44,48.83,138.785,119.129,128.063,158.441,154.272,125.681
DO-20-1047,G23_W1,5/31/16,4/7/17,44,31.47,76.838,73.859,121.511,115.555,100.068,128.063
DO-20-1048,G23_W1,5/31/16,4/7/17,44,40.51,126.276,121.511,146.528,148.911,130.446,150.698
DO-40-2033,G23_W1,5/31/16,4/7/17,44,27.16,16.678,15.486,69.094,96.494,103.046,86.368
DO-40-2034,G23_W1,5/31/16,4/7/17,44,20.13,80.412,82.199,78.625,136.402,107.811,89.346
DO-40-2035,G23_W1,5/31/16,4/7/17,44,28.26,153.08,109.598,144.741,141.763,125.681,153.676
DO-40-2036,G23_W1,5/31/16,4/7/17,44,23.07,83.985,95.303,52.416,80.412,106.62,138.189
DO-40-2037,G23_W1,5/31/16,4/7/17,44,26.32,72.073,60.16,67.903,75.646,74.455,72.073
DO-40-2038,G23_W1,5/31/16,4/7/17,44,25.3,102.45,85.772,78.029,111.981,144.741,147.719
DO-40-2039,G23_W1,5/31/16,4/7/17,44,23.2,118.533,109.598,130.446,148.911,131.041,128.063
DO-40-2040,G23_W1,5/31/16,4/7/17,44,25.26,66.116,72.073,101.259,102.45,70.286,113.768
DO-40-2043,G23_W1,5/31/16,4/7/17,44,35.1,122.702,131.637,136.998,137.593,143.55,134.02
DO-40-2044,G23_W1,5/31/16,4/7/17,44,24.4,100.068,100.068,119.129,190.01,168.567,128.063
DO-40-2045,G23_W1,5/31/16,4/7/17,44,24.27,55.394,67.903,69.094,76.838,117.937,130.446
DO-40-2046,G23_W1,5/31/16,4/7/17,44,25.7,79.22,85.772,133.424,130.446,112.576,115.555
DO-40-2047,G23_W1,5/31/16,4/7/17,44,21.5,78.625,97.685,101.259,106.024,133.424,121.511
DO-40-2048,G23_W1,5/31/16,4/7/17,44,21.22,58.373,112.576,76.838,146.528,113.172,151.293
DO-1D-3034,G23_W1,5/31/16,4/7/17,44,39.93,126.872,89.346,57.181,128.063,120.32,138.189
DO-1D-3035,G23_W1,5/31/16,4/7/17,44,28.01,30.377,31.569,52.416,176.31,123.894,118.533
DO-1D-3037,G23_W1,5/31/16,4/7/17,44,35.98,131.041,89.942,74.455,212.049,182.863,95.303
DO-1D-3038,G23_W1,5/31/16,4/7/17,44,30.12,104.833,91.133,92.92,185.245,197.754,152.485
DO-1D-3039,G23_W1,5/31/16,4/7/17,44,38.74,136.402,100.664,107.811,117.937,83.985,76.838
DO-1D-3040,G23_W1,5/31/16,4/7/17,44,42.16,115.555,78.029,84.581,135.807,63.734,125.681
DO-1D-3041,G23_W1,5/31/16,4/7/17,44,29.3,145.337,73.264,82.199,154.867,102.45,131.041
DO-1D-3042,G23_W1,5/31/16,4/7/17,44,40.57,51.821,98.281,91.729,117.937,178.693,167.376
DO-1D-3043,G23_W1,5/31/16,4/7/17,44,36.61,138.785,103.046,139.38,178.097,143.55,185.841
DO-1D-3044,G23_W1,5/31/16,4/7/17,44,23.3,110.194,72.073,66.712,162.015,120.32,128.063
DO-1D-3045,G23_W1,5/31/16,4/7/17,44,25.53,89.346,102.45,106.024,175.715,81.007,113.172
DO-1D-3046,G23_W1,5/31/16,4/7/17,44,33.41,77.433,78.029,80.412,76.838,100.664,107.811
DO-1D-3047,G23_W1,5/31/16,4/7/17,44,43.46,108.407,82.199,108.407,121.511,145.933,94.707
DO-1D-3048,G23_W1,5/31/16,4/7/17,44,31.31,136.998,120.915,127.468,166.184,147.124,126.276
DO-2D-4033,G23_W1,5/31/16,4/7/17,44,28.84,82.794,98.877,33.951,141.763,82.199,79.816
DO-2D-4034,G23_W1,5/31/16,4/7/17,44,41.27,67.307,91.133,83.39,153.676,144.741,166.78
DO-2D-4035,G23_W1,5/31/16,4/7/17,44,25.15,126.872,106.62,91.133,129.85,173.332,152.485
DO-2D-4036,G23_W1,5/31/16,4/7/17,44,30.5,97.09,120.32,102.45,150.698,132.233,110.789
DO-2D-4037,G23_W1,5/31/16,4/7/17,44,25.71,82.794,83.985,77.433,100.068,142.359,115.555
DO-2D-4038,G23_W1,5/31/16,4/7/17,44,35.04,54.799,52.416,75.051,142.954,84.581,103.642
DO-2D-4039,G23_W1,5/31/16,4/7/17,44,23.24,79.816,90.538,139.38,139.38,94.111,78.029
DO-2D-4040,G23_W1,5/31/16,4/7/17,44,23.47,44.673,48.247,82.199,69.69,109.003,114.363
DO-2D-4041,G23_W1,5/31/16,4/7/17,44,34.25,83.985,88.155,83.985,165.589,144.741,120.32
DO-2D-4042,G23_W1,5/31/16,4/7/17,44,20.85,92.324,81.603,120.32,97.685,161.419,121.511
DO-2D-4043,G23_W1,5/31/16,4/7/17,44,36.67,27.995,92.92,153.08,146.528,151.293,156.058
DO-2D-4044,G23_W1,5/31/16,4/7/17,44,30.69,101.259,79.22,66.116,116.746,157.25,141.763
DO-2D-4045,G23_W1,5/31/16,4/7/17,44,33.4,71.477,95.898,55.99,150.698,120.915,141.763
DO-2D-4046,G23_W1,5/31/16,4/7/17,44,33.92,81.007,83.39,78.625,104.833,95.303,167.376
DO-2D-4047,G23_W1,5/31/16,4/7/17,44,43.48,103.642,118.533,94.111,94.111,98.877,90.538
DO-2D-4048,G23_W1,5/31/16,4/7/17,44,40.7,120.915,92.324,118.533,137.593,153.676,145.933
